Age Group,Gender,Occupation,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Top Movie 1,Top Movie 2,Top Movie 3,Top Movie 4,Top Movie 5
35-44,Male,Doctor/Health Care,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,The Matrix,Mamma Mia!,Fury,The Others,Tombstone
Under 18,Male,Self-Employed,Dislike,Like,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Like,The Silence of the Lambs,Touch of Evil,Brave,Up,The Jungle Book
45-49,Male,Unemployed,Dislike,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Neutral,Like,Neutral,Like,Like,Dislike,Like,Neutral,Dislike,Dislike,Anchorman,Ex Machina,Step Brothers,Superbad,Moana
Under 18,Female,Self-Employed,Dislike,Dislike,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,Like,Like,Dislike,Like,Dislike,Dislike,Like,Like,Like,The Chronicles of Narnia,The Thin Red Line,Stardust,The Hateful Eight,Hereditary
Under 18,Male,Other,Like,Neutral,Dislike,Like,Dislike,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Dislike,Like,Dislike,Neutral,Neutral,Bolt,Pulp Fiction,La La Land,Mamma Mia!,John Wick
25-34,Male,Self-Employed,Dislike,Like,Neutral,Neutral,Like,Dislike,Neutral,Dislike,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Like,Like,Dumb and Dumber,Hacksaw Ridge,The Big Sleep,Platoon,Avatar
56+,Female,Executive/Managerial,Like,Like,Like,Neutral,Like,Like,Neutral,Dislike,Like,Neutral,Like,Dislike,Dislike,Like,Like,Neutral,Neutral,Like,Elysium,Unforgiven,Willow,3:10 to Yuma,Superbad
56+,Male,Artist,Like,Neutral,Neutral,Like,Dislike,Like,Like,Like,Neutral,Dislike,Like,Like,Like,Dislike,Like,Neutral,Neutral,Like,The Babadook,The Ring,The Others,Moana,Free Solo
50-55,Female,Artist,Like,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Dislike,Like,Neutral,Like,Neutral,Neutral,Dislike,Neutral,Notting Hill,The Shawshank Redemption,Night and the City,The Sound of Music,The Maltese Falcon
25-34,Female,Farmer,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Skyfall,Saving Private Ryan,A Walk to Remember,National Treasure,Chicago
Under 18,Female,Customer Service,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Dislike,Dislike,Like,Like,Like,Neutral,The Ring,Oldboy,The Jungle Book,The Exorcist,Fury
56+,Male,Academic/Educator,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Into the Woods,Black Swan,La La Land,The Golden Compass,A Walk to Remember
25-34,Female,Retired,Like,Dislike,Like,Like,Like,Neutral,Dislike,Dislike,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Dislike,Mean Girls,Up,Finding Nemo,Step Brothers,The Hangover
35-44,Female,Academic/Educator,Dislike,Neutral,Like,Like,Neutral,Neutral,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,Like,Like,Neutral,Minions,The Pursuit of Happyness,The King's Speech,Moonlight,500 Days of Summer
50-55,Male,Executive/Managerial,Neutral,Like,Like,Neutral,Dislike,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Neutral,Like,Like,The Lord of the Rings,The Third Man,Willow,1917,Full Metal Jacket
50-55,Female,K-12 Student,Like,Like,Dislike,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Forrest Gump,The Third Man,Hereditary,Jiro Dreams of Sushi,West Side Story
Under 18,Female,Other,Dislike,Like,Like,Neutral,Like,Like,Like,Dislike,Dislike,Dislike,Like,Dislike,Like,Neutral,Dislike,Neutral,Neutral,Like,Indiana Jones,Get Out,American Gangster,The Departed,Jiro Dreams of Sushi
Under 18,Female,Sales/Marketing,Neutral,Like,Neutral,Like,Dislike,Like,Dislike,Dislike,Neutral,Dislike,Like,Like,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Interstellar,The Magnificent Seven,King Kong,The Babadook,The Blair Witch Project
35-44,Male,Customer Service,Like,Dislike,Dislike,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Like,Dislike,Dislike,Like,Neutral,Casino,Letters from Iwo Jima,Brave,Dumb and Dumber,The Conjuring
50-55,Male,Technician/Engineer,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Dislike,Like,Dislike,Like,Like,Like,The Notebook,No Country for Old Men,Seven,Goodfellas,Before Sunrise
35-44,Male,Farmer,Neutral,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Neutral,Dislike,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Dislike,Dune,Ex Machina,The Departed,Heat,District 9
25-34,Male,Scientist,Dislike,Neutral,Like,Like,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Dislike,Full Metal Jacket,The Blair Witch Project,The Thin Red Line,Forrest Gump,Moana
25-34,Female,Doctor/Health Care,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Paddington,Avatar,Life of Pi,Terminator 2,The Matrix
56+,Male,Sales/Marketing,Neutral,Like,Like,Like,Neutral,Like,Neutral,Neutral,Like,Dislike,Dislike,Like,Like,Dislike,Like,Dislike,Like,Dislike,Interstellar,The Lion King,Minions,West Side Story,Dunkirk
25-34,Female,Farmer,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Like,True Grit,The Silence of the Lambs,Double Indemnity,"The Good, the Bad and the Ugly",National Treasure
35-44,Male,Artist,Neutral,Neutral,Like,Like,Like,Neutral,Dislike,Dislike,Dislike,Neutral,Like,Dislike,Like,Dislike,Dislike,Like,Like,Like,Open Range,Shrek,Nightcrawler,Fury,Up
50-55,Female,Scientist,Like,Like,Like,Neutral,Like,Neutral,Dislike,Like,Like,Like,Like,Neutral,Like,Dislike,Neutral,Like,Like,Like,The Jungle Book,The Dark Knight,Mystic River,Stardust,The Sixth Sense
25-34,Female,College/Grad Student,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Like,Like,Like,Percy Jackson,Memento,The Girl on the Train,Coco,The Hateful Eight
56+,Female,Academic/Educator,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Dislike,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Finding Nemo,Coco,The Notebook,The Social Dilemma,Shutter Island
Under 18,Male,Homemaker,Like,Dislike,Like,Like,Like,Neutral,Neutral,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Like,Like,"The Good, the Bad and the Ugly",Die Hard,Django Unchained,Coco,Bolt
56+,Male,Retired,Neutral,Like,Neutral,Like,Dislike,Like,Dislike,Like,Neutral,Dislike,Like,Neutral,Dislike,Dislike,Like,Like,Dislike,Like,Elysium,American Gangster,No Country for Old Men,The Exorcist,Cars
Under 18,Male,K-12 Student,Neutral,Dislike,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Like,Like,Neutral,Dislike,Like,The Babadook,The Lego Movie,Shrek,Citizenfour,Hereditary
18-24,Male,Other,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Neutral,Like,Neutral,Dislike,Like,National Treasure,Shrek,Elysium,The Godfather,Paddington
18-24,Female,K-12 Student,Like,Neutral,Like,Dislike,Neutral,Dislike,Like,Like,Like,Neutral,Dislike,Neutral,Dislike,Neutral,Like,Like,Dislike,Dislike,The Pursuit of Happyness,Inside Job,American Beauty,Elysium,Minority Report
25-34,Female,Unemployed,Neutral,Like,Like,Like,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Like,Like,Like,Dislike,Neutral,Like,Like,Hereditary,Mystic River,The Girl with the Dragon Tattoo,Goodfellas,Avatar
56+,Male,Tradesman/Craftsman,Like,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Neutral,Neutral,Neutral,The King's Speech,13th,The Hangover,The Green Mile,The Conjuring
Under 18,Male,K-12 Student,Like,Like,Dislike,Like,Like,Dislike,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Like,A Beautiful Mind,The Revenant,The Jungle Book,Django Unchained,The Dark Knight
18-24,Female,Customer Service,Dislike,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,The Departed,Get Out,Up,The Blair Witch Project,Paranormal Activity
56+,Female,Other,Like,Like,Neutral,Dislike,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Neutral,Dislike,Like,Like,Like,Neutral,Memento,The Avengers,Blade Runner 2049,American Sniper,Elysium
25-34,Male,Self-Employed,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Brave,The Big Sleep,American Beauty,Paranormal Activity,Django Unchained
35-44,Female,K-12 Student,Dislike,Like,Dislike,Neutral,Dislike,Like,Neutral,Like,Dislike,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Dislike,Laura,Whiplash,Casino,Life of Pi,Titanic
25-34,Male,Executive/Managerial,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Neutral,Dislike,Neutral,Neutral,Dislike,Like,The Big Sleep,Paddington,Despicable Me,Brave,Forrest Gump
25-34,Male,Homemaker,Like,Dislike,Dislike,Dislike,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Neutral,Like,Like,Neutral,Dislike,The Third Man,Edge of Tomorrow,Won’t You Be My Neighbor?,Mystic River,Split
45-49,Other,Doctor/Health Care,Like,Like,Like,Neutral,Dislike,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Like,Avatar,Arrival,The Notebook,Jiro Dreams of Sushi,The Revenant
18-24,Male,Artist,Neutral,Dislike,Neutral,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,The Blair Witch Project,Paranormal Activity,Pulp Fiction,The Hateful Eight,Split
45-49,Male,Homemaker,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Grease,Full Metal Jacket,West Side Story,Inside Job,The Social Dilemma
56+,Male,Retired,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Like,Neutral,Like,Like,Like,Like,Dislike,Dislike,Like,Dislike,Paranormal Activity,Platoon,Eragon,Silver Linings Playbook,Willow
Under 18,Male,Sales/Marketing,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,The Social Dilemma,The 40-Year-Old Virgin,Grease,Mean Girls,Mamma Mia!
18-24,Male,K-12 Student,Dislike,Like,Like,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Like,Fight Club,3:10 to Yuma,Up,Toy Story,Finding Nemo
35-44,Male,Academic/Educator,Like,Neutral,Neutral,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Like,Like,Like,Dislike,Neutral,Prisoners,The Bourne Ultimatum,Free Solo,Ex Machina,The Cove
Under 18,Male,Customer Service,Like,Like,Dislike,Dislike,Dislike,Like,Like,Neutral,Dislike,Dislike,Neutral,Like,Like,Dislike,Neutral,Dislike,Neutral,Neutral,Prisoners,Blackfish,Citizenfour,Life of Pi,Inception
35-44,Male,Retired,Like,Dislike,Like,Neutral,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,The Sixth Sense,The Third Man,Titanic,Laura,Citizenfour
25-34,Female,College/Grad Student,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Pride and Prejudice,Nightcrawler,Paddington,Fury,La La Land
45-49,Female,K-12 Student,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Like,Like,The Sound of Music,Citizenfour,Knives Out,The Hobbit,Paranormal Activity
25-34,Female,Programmer,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Neutral,Like,Dislike,Like,Like,Like,Like,Like,Dislike,Like,Minions,Napoleon Dynamite,Unforgiven,The Social Dilemma,Minority Report
Under 18,Female,Farmer,Like,Neutral,Like,Like,Dislike,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Dislike,Zodiac,Brave,The Cove,The Prestige,Citizenfour
Under 18,Female,Self-Employed,Neutral,Dislike,Neutral,Like,Like,Dislike,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Gone Girl,Pride and Prejudice,Napoleon Dynamite,The Silence of the Lambs,Paddington
18-24,Female,Academic/Educator,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Neutral,Like,Like,Dislike,Like,Like,Like,Neutral,Neutral,Dislike,Zootopia,Frozen,Prisoners,Knives Out,The Girl with the Dragon Tattoo
35-44,Female,Writer,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Dislike,Neutral,Neutral,Like,Dislike,Neutral,Like,Like,Like,Neutral,Dislike,Won’t You Be My Neighbor?,Minority Report,The 40-Year-Old Virgin,500 Days of Summer,Hereditary
45-49,Male,Tradesman/Craftsman,Like,Like,Neutral,Neutral,Neutral,Dislike,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Neutral,Like,Dislike,Like,The Maltese Falcon,Pan's Labyrinth,Avatar,It,Night and the City
Under 18,Female,Scientist,Like,Dislike,Neutral,Like,Neutral,Like,Dislike,Like,Like,Dislike,Dislike,Like,Dislike,Neutral,Dislike,Neutral,Neutral,Neutral,Eragon,Percy Jackson,Despicable Me,Les Misérables,Seven
50-55,Female,Homemaker,Like,Like,Like,Like,Like,Neutral,Dislike,Like,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,La La Land,Split,The Jungle Book,The Matrix,Nightcrawler
50-55,Female,Tradesman/Craftsman,Neutral,Neutral,Like,Like,Like,Like,Like,Dislike,Neutral,Like,Neutral,Like,Dislike,Like,Neutral,Dislike,Like,Like,Despicable Me,Citizenfour,Sunset Boulevard,Night and the City,Gilda
18-24,Female,Executive/Managerial,Neutral,Neutral,Like,Like,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Like,Neutral,Like,Like,Shrek,The Thin Red Line,Minority Report,Cars,Dumb and Dumber
35-44,Female,Writer,Like,Like,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,The Dark Knight,Heat,Minority Report,The Conjuring,Terminator 2
45-49,Male,Self-Employed,Dislike,Like,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Like,Dislike,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Stardust,It,Seven,No Country for Old Men,Paranormal Activity
25-34,Male,Scientist,Like,Neutral,Like,Like,Neutral,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Dislike,Neutral,Cars,Willow,Terminator 2,Get Out,Blade Runner 2049
50-55,Female,Lawyer,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Like,Neutral,Dislike,Neutral,Like,Neutral,Dislike,Dislike,Like,Laura,Inception,Eragon,Gladiator,Gilda
50-55,Female,Customer Service,Like,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Like,Neutral,Fahrenheit 9/11,Looper,Zootopia,Mean Girls,Chicago
50-55,Male,Lawyer,Like,Dislike,Dislike,Neutral,Like,Dislike,Like,Like,Neutral,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Neutral,Dislike,The Avengers,Prisoners,The Social Dilemma,Les Misérables,Jiro Dreams of Sushi
18-24,Female,Farmer,Like,Like,Neutral,Dislike,Like,Dislike,Like,Like,Like,Like,Like,Like,Neutral,Dislike,Neutral,Like,Dislike,Neutral,Mamma Mia!,Mean Girls,Step Brothers,Citizenfour,Touch of Evil
56+,Male,Tradesman/Craftsman,Dislike,Like,Like,Neutral,Like,Like,Dislike,Dislike,Neutral,Dislike,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Dislike,The Babadook,Borat,Finding Nemo,The Jungle Book,National Treasure
35-44,Male,Doctor/Health Care,Like,Dislike,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Like,The Prestige,Willow,Gone Girl,Ratatouille,Brave
45-49,Male,Other,Dislike,Neutral,Dislike,Like,Neutral,Dislike,Like,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Neutral,Stardust,Willow,Get Out,Fantastic Beasts,Harry Potter
45-49,Female,Writer,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Dislike,Dislike,Like,Like,Dislike,Like,Like,The Conjuring,Looper,American Sniper,3:10 to Yuma,"The Good, the Bad and the Ugly"
45-49,Female,Programmer,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Dislike,Like,Like,Like,Neutral,Like,Citizenfour,Pirates of the Caribbean,Fantastic Beasts,National Treasure,The Conjuring
18-24,Female,Homemaker,Like,Like,Like,Dislike,Like,Dislike,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Dislike,The Conjuring,The Lord of the Rings,Finding Nemo,Hereditary,Willow
Under 18,Male,Sales/Marketing,Neutral,Like,Neutral,Like,Dislike,Like,Neutral,Like,Dislike,Like,Like,Like,Like,Dislike,Like,Like,Neutral,Like,Paddington,Unforgiven,Shutter Island,Despicable Me,Into the Woods
18-24,Female,Homemaker,Dislike,Like,Like,Like,Like,Like,Dislike,Neutral,Dislike,Dislike,Dislike,Like,Like,Like,Neutral,Neutral,Dislike,Like,Goodfellas,Dumb and Dumber,Frozen,The Notebook,Indiana Jones
35-44,Female,Programmer,Like,Like,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Like,Dislike,Like,Like,Like,Neutral,Like,Like,Like,Like,Les Misérables,Harry Potter,Gladiator,Mamma Mia!,National Treasure
45-49,Male,Other,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Neutral,1917,Elysium,The Fault in Our Stars,American Beauty,Ex Machina
25-34,Female,Customer Service,Neutral,Like,Neutral,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Neutral,The Revenant,Minions,The Chronicles of Narnia,Avatar,Indiana Jones
50-55,Female,Sales/Marketing,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Dislike,Neutral,Like,Like,Neutral,Neutral,American Gangster,Pan's Labyrinth,The Golden Compass,Elysium,Grease
25-34,Female,Artist,Like,Like,Neutral,Dislike,Like,Dislike,Neutral,Like,Dislike,Like,Dislike,Neutral,Like,Neutral,Dislike,Neutral,Like,Neutral,The 40-Year-Old Virgin,Out of the Past,The Big Sleep,1917,Indiana Jones
18-24,Male,Sales/Marketing,Dislike,Like,Dislike,Dislike,Like,Dislike,Like,Like,Dislike,Neutral,Dislike,Like,Like,Neutral,Like,Dislike,Dislike,Dislike,District 9,Mystic River,The Others,Citizenfour,The Pursuit of Happyness
50-55,Male,Academic/Educator,Dislike,Dislike,Dislike,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Dislike,Neutral,Neutral,Like,Like,Like,Neutral,Letters from Iwo Jima,Dunkirk,The Matrix,The Green Mile,The Pursuit of Happyness
18-24,Female,Programmer,Like,Like,Dislike,Neutral,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Like,The Ring,The Green Mile,Skyfall,District 9,Fight Club
45-49,Male,Farmer,Dislike,Like,Like,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Like,Neutral,Neutral,Like,Dislike,Neutral,Dislike,Grease,Bridesmaids,The Blair Witch Project,Life of Pi,The Sound of Music
50-55,Female,Doctor/Health Care,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Like,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Percy Jackson,Fahrenheit 9/11,The Dark Knight,Moana,The Ring
Under 18,Male,Self-Employed,Dislike,Like,Like,Like,Neutral,Neutral,Neutral,Dislike,Like,Like,Like,Dislike,Like,Like,Like,Like,Dislike,Like,The Girl on the Train,A Walk to Remember,Minority Report,Hereditary,Sunset Boulevard
56+,Male,Other,Like,Like,Like,Like,Like,Dislike,Dislike,Like,Like,Dislike,Like,Dislike,Like,Neutral,Neutral,Like,Like,Like,Split,Hacksaw Ridge,John Wick,Moonlight,Inside Out
56+,Female,Lawyer,Like,Neutral,Like,Dislike,Dislike,Like,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Pulp Fiction,Gilda,Fight Club,Zootopia,Gladiator
50-55,Female,Technician/Engineer,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Neutral,Like,Neutral,Neutral,Like,Dislike,Like,Neutral,Mystic River,The Matrix,Citizenfour,Singin' in the Rain,The Lego Movie
45-49,Female,Artist,Neutral,Neutral,Like,Dislike,Like,Like,Like,Like,Dislike,Like,Like,Like,Dislike,Like,Like,Like,Dislike,Like,Anchorman,Mystic River,Oldboy,American Gangster,Dune
35-44,Female,Clerical/Admin,Dislike,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Like,Dislike,The Incredibles,Notting Hill,Grease,The Others,The Girl with the Dragon Tattoo
45-49,Male,Executive/Managerial,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Dislike,Neutral,Like,Like,Before Sunrise,The Hateful Eight,The Prestige,The Magnificent Seven,Fight Club
56+,Female,Unemployed,Neutral,Like,Dislike,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Like,The Silence of the Lambs,American Beauty,Shutter Island,Prisoners,Free Solo
18-24,Female,Retired,Like,Dislike,Like,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Dislike,Neutral,Dislike,Dislike,Neutral,Like,Like,Dislike,Casino,Hacksaw Ridge,Inside Out,Up,Full Metal Jacket
50-55,Female,Writer,Dislike,Dislike,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Dislike,Like,Neutral,Like,The Shawshank Redemption,Notting Hill,Out of the Past,Seven,Step Brothers
18-24,Male,Writer,Neutral,Like,Neutral,Dislike,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Dislike,Neutral,Dislike,Like,The Hobbit,Tombstone,It,Gone Girl,The Magnificent Seven
56+,Female,Sales/Marketing,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Neutral,Dislike,Like,Like,Like,The Big Sleep,A Beautiful Mind,Casino,La La Land,Out of the Past
45-49,Male,Self-Employed,Dislike,Neutral,Neutral,Dislike,Like,Like,Like,Dislike,Dislike,Like,Dislike,Dislike,Like,Like,Like,Neutral,Dislike,Dislike,13th,Bridesmaids,Gilda,The Hangover,Mystic River
35-44,Female,Academic/Educator,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Dislike,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Pride and Prejudice,Black Swan,Hacksaw Ridge,Get Out,A Quiet Place
25-34,Male,Unemployed,Neutral,Like,Neutral,Dislike,Like,Like,Neutral,Dislike,Like,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Minority Report,Life of Pi,Willow,Avatar,The Matrix
